text	normalized	phones	ipa	style	source	status	reviewer	notes_or_phones_google
राखिनुपर्ने	राखिनुपर्ने	r aa . kh i . n u . p ax r . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . n u . p ax r . n e
राखिने	राखिने	r aa . kh i . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . n e
राखिनेछ	राखिनेछ	r aa . kh i . n e . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . n e . tsh ax
राखिनेछन्	राखिनेछन्	r aa . kh i . n e . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . n e . tsh ax n
राखिन्	राखिन्	r aa . kh i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i n
राखिन्छ	राखिन्छ	r aa . kh i n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i n . tsh ax
राखिन्छन्	राखिन्छन्	r aa . kh i n . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i n . tsh ax n
राखिन्थे	राखिन्थे	r aa . kh i n . th e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i n . th e
राखिन्थ्यो	राखिन्थ्यो	r aa . kh i n . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i n . th y o
राखिन्न	राखिन्न	r aa . kh i n . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i n . n ax
राखियो	राखियो	r aa . kh i . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . y o
राखियोस्	राखियोस्	r aa . kh i . y o s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . y o s
राखिरहन	राखिरहन	r aa . kh i . r ax . h ax . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . r ax . h ax . n ax
राखिरहने	राखिरहने	r aa . kh i . r ax . h ax . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . r ax . h ax . n e
राखिरहे	राखिरहे	r aa . k h i . r ax . h e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . k h i . r ax . h e
राखिराख्न	राखिराख्न	r aa . kh i . r aa kh . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . r aa kh . n ax
राखिराख्ने	राखिराख्ने	r aa . kh i . r aa kh . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . r aa kh . n e
राखिसके	राखिसके	r aa . kh i . s ax . k e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh i . s ax . k e
राखुँला	राखुँला	r aa . kh un . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh un . l aa
राखून्	राखून्	r aa . kh u n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh u n
राखे	राखे	r aa . kh e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh e
राखेँ	राखेँ	r aa . kh en		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh en
राखेका	राखेका	r aa . kh e . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh e . k aa
राखेको	राखेको	r aa . kh e . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh e . k o
राखेछ	राखेछ	r aa . kh e . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh e . tsh ax
राखेछन्	राखेछन्	r aa . kh e . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh e . tsh ax n
राखेन	राखेन	r aa . kh e . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh e . n ax
राखेनन्	राखेनन्	r aa . kh e . n ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh e . n ax n
राखेप	राखेप			spoken_nepali	google_ne_lr_2018	candidate		google_phones=
राखेरै	राखेरै	r aa . kh e . r axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh e . r axj
राखोस्	राखोस्	r aa . kh o s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh o s
राखौँ	राखौँ	r aa . kh axwn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh axwn
राख्	राख्	r aa kh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh
राख्छ	राख्छ	r aa kh . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . tsh ax
राख्छन्	राख्छन्	r aa kh . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . tsh ax n
राख्छिन्	राख्छिन्	r aa kh . tsh i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . tsh i n
राख्छे	राख्छे	r aa kh . tsh e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . tsh e
राख्छौ	राख्छौ	r aa kh . tsh axw		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . tsh axw
राख्छौँ	राख्छौँ	r aa kh . tsh axwn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . tsh axwn
राख्तै	राख्तै	r aa kh . t axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . t axj
राख्थिन्	राख्थिन्	r aa kh . th i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . th i n
राख्थे	राख्थे	r aa kh . th e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . th e
राख्थेँ	राख्थेँ	r aa kh . th en		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . th en
राख्थ्यो	राख्थ्यो	r aa kh . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . th y o
राख्दछ	राख्दछ	r aa kh . d ax . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d ax . tsh ax
राख्दछन्	राख्दछन्	r aa kh . d ax . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d ax . tsh ax n
राख्दथे	राख्दथे	r aa kh . d ax . th e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d ax . th e
राख्दा	राख्दा	r aa kh . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d aa
राख्दिन	राख्दिन	r aa kh . d i . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d i . n ax
राख्दिनन्	राख्दिनन्	r aa kh . d i . n ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d i . n ax n
राख्दै	राख्दै	r aa kh . d axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d axj
राख्दैछ	राख्दैछ	r aa kh . d axj . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d axj . tsh ax
राख्दैछन्	राख्दैछन्	r aa kh . d axj . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d axj . tsh ax n
राख्दैन	राख्दैन	r aa kh . d axj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d axj . n ax
राख्दैनथ्यो	राख्दैनथ्यो	r aa kh . d axj . n ax . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d axj . n ax . th y o
राख्दैनन्	राख्दैनन्	r aa kh . d axj . n ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d axj . n ax n
राख्दैनौ	राख्दैनौ	r aa kh . d axj . n axw		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . d axj . n axw
राख्न	राख्न	r aa kh . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n ax
राख्नसक्ने	राख्नसक्ने	r aa kh . n ax . s ax k . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n ax . s ax k . n e
राख्नुपरे	राख्नुपरे	r aa kh . n u . p ax . r e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . p ax . r e
राख्नुपर्छ	राख्नुपर्छ	r aa kh . n u . p ax r . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . p ax r . tsh ax
राख्नुपर्थ्यो	राख्नुपर्थ्यो	r aa kh . n u . p ax r . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . p ax r . th y o
राख्नुपर्दछ	राख्नुपर्दछ	r aa kh . n u . p ax r . d ax . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . p ax r . d ax . tsh ax
राख्नुपर्ने	राख्नुपर्ने	r aa kh . n u . p ax r . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . p ax r . n e
राख्नुपर्नेछ	राख्नुपर्नेछ	r aa kh . n u . p ax r . n e . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . p ax r . n e . tsh ax
राख्नुभए	राख्नुभए	r aa kh . n u . bh ax . e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . bh ax . e
राख्नुभएन	राख्नुभएन	r aa kh . n u . bh ax . e . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . bh ax . e . n ax
राख्नुभन्दा	राख्नुभन्दा	r aa kh . n u . bh ax n . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . bh ax n . d aa
राख्नुभयो	राख्नुभयो	r aa kh . n u . bh ax . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . bh ax . y o
राख्नुभो	राख्नुभो	r aa kh . n u . bh o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . bh o
राख्नुहुँदैन	राख्नुहुँदैन	r aa kh . n u . h un . d axj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . h un . d axj . n ax
राख्नुहुन्छ	राख्नुहुन्छ	r aa kh . n u . h u n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . h u n . tsh ax
राख्नुहुन्थ्यो	राख्नुहुन्थ्यो	r aa kh . n u . h u n . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . h u n . th y o
राख्नुहुन्न	राख्नुहुन्न	r aa kh . n u . h u n . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . h u n . n ax
राख्नुहोला	राख्नुहोला	r aa kh . n u . h o . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . h o . l aa
राख्नुहोस्	राख्नुहोस्	r aa kh . n u . h o s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . h o s
राख्ने	राख्ने	r aa k h . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa k h . n e
राख्नेछ	राख्नेछ	r aa kh . n e . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n e . tsh ax
राख्नेछन्	राख्नेछन्	r aa kh . n e . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n e . tsh ax n
राख्नेजस्ता	राख्नेजस्ता	r aa kh . n e . dz ax s . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n e . jh ax s . t aa
राख्नै	राख्नै	r aa kh . n axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n axj
राख्नैपर्छ	राख्नैपर्छ	r aa kh . n axj . p ax r . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n axj . p ax r . tsh ax
राख्नैपर्ने	राख्नैपर्ने	r aa kh . n axj . p ax r . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n axj . p ax r . n e
राख्या	राख्या	r aa k . kh y aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa k . kh y aa
राख्यो	राख्यो	r aa kh . kh y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . kh y o
राख्यौ	राख्यौ	r aa k . kh y axw		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa k . kh y axw
राख्यौँ	राख्यौँ	r aa . kh y axwn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . kh y axwn
राख्ला	राख्ला	r aa kh . kh l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . kh l aa
राख्लान्	राख्लान्	r aa kh . l aa n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . l aa n
राख्‍नुहुन्छ	राख्‍नुहुन्छ	r aa kh . n u . h u n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa kh . n u . h u n . tsh ax
राग	राग	r aa g		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa g
रागद्वेष	रागद्वेष	r aa g . d w e s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa g . d w e s
रागरस	रागरस	r aa g . r ax s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa g . r ax s
रागहरूको	रागहरूको	r aa g . h ax . r u . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa g . h ax . r u . k o
राघव	राघव	r aa . gh ax b		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . gh ax b
राघवदेव	राघवदेव	r aa . gh ax b . d e b		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . gh ax b . d e b
राघवन	राघवन	r aa gh . w ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa gh . w ax n
राघवलाल	राघवलाल	r aa . gh ax b . l aa l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . gh ax b . l aa l
राज	राज	r aa dz		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh
राजकर्णिकार	राजकर्णिकार	r aa dz . k ax r . n i . k aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k ax r . nn i . k aa r
राजकाज	राजकाज	r aa dz . k aa dz		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k aa jh
राजकाजका	राजकाजका	r aa dz . k aa dz . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k aa jh . k aa
राजकिशोर	राजकिशोर	r aa dz . k i . s o r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k i . s o r
राजकीय	राजकीय	r aa . dz ax . k i . y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax . k i . y ax
राजकीयसत्ता	राजकीयसत्ता	r aa . dz ax . k i . y ax . s ax t . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax . k i . y ax . s ax t . t aa
राजकुट	राजकुट	r aa dz . k u tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k u tt
राजकुमार	राजकुमार	r aa dz . k u . m aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k u . m aa r
राजकुमारद्वारा	राजकुमारद्वारा	r aa dz . k u . m aa r . d w aa . r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k u . m aa r . d w aa . r aa
राजकुमारहरूलाई	राजकुमारहरूलाई	r aa dz . k u . m aa r . h ax . r u . l aaj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k u . m aa r . h ax . r u . l aaj
राजकुल	राजकुल	r aa dz . k u l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k u l
राजकोट	राजकोट	r aa dz . k o tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k o tt
राजकोटको	राजकोटको	r aa dz . k o tx . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k o tt . k o
राजकोर्ट	राजकोर्ट	r aa dz . k o r . tx ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . k o r . tt ax
राजखलक	राजखलक	r aa dz . kh ax . l ax k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . kh ax . l ax k
राजगढ	राजगढ	r aa dz . g ax dxh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . g ax ddh
राजतन्त्र	राजतन्त्र	r aa dz . t ax n . t r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . t ax n . t r ax
राजतन्त्रात्मक	राजतन्त्रात्मक	r aa dz . t ax n t . t r aa t . m ax k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . t ax n t . t r aa t . m ax k
राजतन्त्रीय	राजतन्त्रीय	r aa dz . t ax n . t r i . y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . t ax n . t r i . y ax
राजथला	राजथला	r aa dz . th ax . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . th ax . l aa
राजदण्ड	राजदण्ड	r aa dz . d ax n . dx ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d ax n . dd ax
राजदर	राजदर	r aa dz . d ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d ax r
राजदरबार	राजदरबार	r aa dz . d ax r . b aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d ax r . b aa r
राजदरबारको	राजदरबारको	r aa dz . d ax r . b aa r . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d ax r . b aa r . k o
राजदल	राजदल	r aa dz . d ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d ax l
राजदूत	राजदूत	r aa dz . d u t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d u t
राजदूतावास	राजदूतावास	r aa dz . d u . t aa . b aa s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d u . t aa . b aa s
राजदेव	राजदेव	r aa dz . d e b		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d e b
राजद्रोह	राजद्रोह	r aa dz . d r o h		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . d r o h
राजधर्म	राजधर्म	r aa dz . dh ax r . m ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . dh ax r . m ax
राजधानी	राजधानी	r aa dz . dh aa . n i		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . dh aa . n i
राजधानीकेन्द्रित	राजधानीकेन्द्रित	r aa dz . dh aa . n i . k e n . d r i t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . dh aa . n i . k e n . d r i t
राजधानीको	राजधानीको	r aa dz . dh aa . n i . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . dh aa . n i . k o
राजधानीसँगै	राजधानीसँगै	r aa dz . dh aa . n i . s axn . g axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . dh aa . n i . s axn . g axj
राजधोब	राजधोब	r aa dz . dh o b		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . dh o b
राजन	राजन	r aa . dz ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax n
राजनकुमार	राजनकुमार	r aa . dz ax n . k u . m aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax n . k u . m aa r
राजनन्दन	राजनन्दन	r aa dz . n ax n . d ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n ax n . d ax n
राजनप्रसाद	राजनप्रसाद	r aa . dz ax n . p r ax . s aa d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax n . p r ax . s aa d
राजनराज	राजनराज	r aa . dz ax n . r aa dz		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax n . r aa jh
राजनसिंह	राजनसिंह	r aa . dz ax n . s i ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax n . s i ng
राजनाथ	राजनाथ	r aa dz . n aa th		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n aa th
राजनारायण	राजनारायण	r aa dz . n aa . r aa . y ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n aa . r aa . y ax nn
राजनितिज्ञ	राजनितिज्ञ	r aa dz . n i . t i dz n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i jh n
राजनीति	राजनीति	r aa dz . n i . t i		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i
राजनीतिक	राजनीतिक	r aa dz . n i . t i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i k
राजनीतिककरण	राजनीतिककरण	r aa dz . n i . t i k . k ax . r ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i k . k ax . r ax nn
राजनीतिकरण	राजनीतिकरण	r aa dz . n i . t i . k ax . r ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i . k ax . r ax nn
राजनीतिज्ञ	राजनीतिज्ञ	r aa dz . n i . t i g . g y axn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i g . g y axn
राजनीतिमा	राजनीतिमा	r aa dz . n i . t i . m aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i . m aa
राजनीतिशास्त्र	राजनीतिशास्त्र	r aa dz . n i . t i . s aa s . t r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i . s aa s . t r ax
राजनीतीकरण	राजनीतीकरण	r aa dz . n i . t i . k ax . r ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n i . t i . k ax . r ax nn
राजनेता	राजनेता	r aa dz . n e . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n e . t aa
राजनैतिक	राजनैतिक	r aa dz . n axj . t i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . n axj . t i k
राजपक्ष	राजपक्ष	r aa dz . p ax k . tsh y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p ax k . tsh y ax
राजपत्र	राजपत्र	r aa dz . p ax t . t r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p ax t . t r ax
राजपत्राङ्कित	राजपत्राङ्कित	r aa dz . p ax t . t r aa ng . k i t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p ax t . t r aa ng . k i t
राजपथ	राजपथ	r aa dz . p ax th		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p ax th
राजपरिषद्	राजपरिषद्	r aa dz . p ax . r i . s ax d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p ax . r i . s ax d
राजपा	राजपा			spoken_nepali	google_ne_lr_2018	candidate		google_phones=
राजपाक्ष	राजपाक्ष	r aa dz . p aa k . tsh y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p aa k . tsh y ax
राजपाक्षे	राजपाक्षे	r aa . dz aa . p aa k . tsh e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh aa . p aa k . tsh e
राजपाट	राजपाट	r aa dz . p aa tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p aa tt
राजपाठ	राजपाठ	r aa dz . p aa txh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p aa tth
राजपाल	राजपाल	r aa dz . p aa l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p aa l
राजपुत	राजपुत	r aa dz . p u t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p u t
राजपुत्र	राजपुत्र	r aa dz . p u t . t r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p u t . t r ax
राजपुर	राजपुर	r aa dz . p u r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p u r
राजपुरोहित	राजपुरोहित	r aa dz . p u . r o . h i t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p u . r o . h i t
राजपूत	राजपूत	r aa dz . p u t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p u t
राजप्रासाद	राजप्रासाद	r aa dz . p r aa . s aa d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . p r aa . s aa d
राजबल्लभ	राजबल्लभ	r aa dz . b ax l . l ax bh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . b ax l . l ax bh
राजबहादुर	राजबहादुर	r aa dz . b ax . h aa . d u r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . b ax . h aa . d u r
राजबिराज	राजबिराज	r aa dz . b i . r aa dz		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . b i . r aa jh
राजभक्त	राजभक्त	r aa dz . bh ax k . t ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . bh ax k . t ax
राजभण्डारी	राजभण्डारी	r aa dz . bh ax n . dx aa . r i		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . bh ax n . dd aa . r i
राजभवन	राजभवन	r aa dz . bh ax . b ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . bh ax . b ax n
राजभाइ	राजभाइ	r aa dz . bh aaj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . bh aaj
राजमहल	राजमहल	r aa dz . m ax . h ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m ax . h ax l
राजमाता	राजमाता	r aa dz . m aa . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m aa . t aa
राजमार्ग	राजमार्ग	r aa dz . m aa r . g ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m aa r . g ax
राजमार्गबाट	राजमार्गबाट	r aa dz . m aa r . g ax . b aa . tx ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m aa r . g ax . b aa . tt ax
राजमार्गमा	राजमार्गमा	r aa dz . m aa r . g ax . m aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m aa r . g ax . m aa
राजमार्गलाई	राजमार्गलाई	r aa dz . m aa r . g ax . l aaj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m aa r . g ax . l aaj
राजमार्गले	राजमार्गले	r aa dz . m aa r . g ax . l e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m aa r . g ax . l e
राजमार्गसँग	राजमार्गसँग	r aa dz . m aa r . g ax . s axn . g ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m aa r . g ax . s axn . g ax
राजमार्गस्थित	राजमार्गस्थित	r aa dz . m aa r . g ax . s th i t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . m aa r . g ax . s th i t
राजमुपा	राजमुपा			spoken_nepali	google_ne_lr_2018	candidate		google_phones=
राजयोग	राजयोग	r aa dz . y o g		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . y o g
राजल	राजल	r aa . dz ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax l
राजलाल	राजलाल	r aa dz . l aa l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . l aa l
राजव	राजव	r aa . dz ax w		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa . jh ax w
राजवंश	राजवंश	r aa dz . b ax m . s ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=r aa jh . b ax m . s ax
